episode,elapsed_sec,max_abs_diff,mean_abs_diff,rmse
1,0.00010339997243136168,10.0,3.73236408,4.632212875612018
500,0.05680439993739128,3.122,0.4391747906654713,1.0320716632433116
1000,0.1067167998990044,4.0,0.3927405040671921,1.053725798148931
1500,0.1554249000037089,2.8098,0.20703972506104548,0.6594555024457134
2000,0.2098536998964846,1.6288200000000002,0.09675413793213693,0.34514725063040536
2500,0.258142999955453,0.5659380000000002,0.04783747216213888,0.1312773081134951
3000,0.3126886999234557,0.5659380000000002,0.0471500270428239,0.13141609131713944
3500,0.36498209997080266,0.5659380000000002,0.040974229490219456,0.1192224980569797
4000,0.4196322999196127,0.5659380000000002,0.040851634677350236,0.11919318124638978
4500,0.4707503999816254,0.5659380000000002,0.04306961347905982,0.11956629513737593
5000,0.5224638999206945,0.5659380000000002,0.043358147240140935,0.11965939202596045
5500,0.5744307999266312,0.5659380000000002,0.04261997193172516,0.11947609044686072
6000,0.6225073999958113,0.5659380000000002,0.04074308188558737,0.11690351198642658
6500,0.673085399903357,0.5659380000000002,0.04045695763497832,0.11682505889489372
7000,0.7259965999983251,0.5659380000000002,0.04014480688711381,0.11689982552794338
7500,0.7847775999689475,0.5659380000000002,0.03947395633820332,0.11682045684986707
8000,0.8369918999960646,0.5659380000000002,0.03866165866735526,0.11592626469475853
8500,0.8932117999065667,0.5659380000000002,0.03786320105490834,0.11536374537919478
9000,0.9436286999844015,0.5659380000000002,0.03785893310943848,0.1151799753856674
9500,0.9928976999362931,0.05897361245007593,0.014150433802911566,0.01922089639526057
10000,1.0499057999113575,0.05897361245007593,0.014752874954532667,0.019766641378069452
10500,1.1024381999159232,0.05168465902232966,0.014968330973950126,0.019397903070868784
11000,1.158145199995488,0.053449945711183666,0.015216322043109486,0.01948182145018553
11500,1.2106218999251723,0.05477942843361894,0.014965807478488264,0.019139612058105618
12000,1.2620530999265611,0.0638078066177914,0.01731311301728029,0.022876087319330354
12500,1.3154612999642268,0.07113524985529507,0.017551281806148643,0.02371345524868555
13000,1.3697872000047937,0.06229605981685182,0.016647503899273903,0.021782707553336295
13500,1.433751599979587,0.05972694321385319,0.016411872576278973,0.0211960080953141
14000,1.5015998999588192,0.056555825242717184,0.01664817499305259,0.021326522915841202
14500,1.5528816999867558,0.05473855588814969,0.016910279920306418,0.021678928860888843
15000,1.6051233999896795,0.05320630313083052,0.016572571927655634,0.021065020956542155
15500,1.6583994999527931,0.052557653130516524,0.016310570280195683,0.020669988252977986
16000,1.7067120999563485,0.05209631281983951,0.015917632284832374,0.020155651998393538
16500,1.7627781999763101,0.050661631228181125,0.015713408985972663,0.01980726093437376
17000,1.81233969994355,0.04906706829778029,0.01583217141373875,0.01979797170993676
17500,1.8647737998981029,0.04685494570002868,0.01574633735074491,0.01945798200805564
18000,1.9160780999809504,0.0461612399514193,0.015540462512296677,0.019176858491157037
18500,1.9649657999398187,0.04572008206063316,0.015360948097532745,0.018946741119099577
19000,2.018205099971965,0.0450626825432483,0.01574987261123385,0.019185315545022
19500,2.07306639989838,0.04511249385950533,0.01588606329357134,0.01949042454407881
20000,2.128014799905941,0.04471030250834307,0.01592492040144376,0.019417447616015097
20500,2.1822323999367654,0.04410258043963022,0.01591938258614956,0.019406133110487514
21000,2.2354217999381945,0.04237465564738274,0.016020462864975882,0.01935324711501291
21500,2.294025499955751,0.042582767943681876,0.01637752341467825,0.019724834339749288
22000,2.3515160999959335,0.04248908991500544,0.01677794977477091,0.020179289971979205
22500,2.4034549999050796,0.04195523926380362,0.016823066471579592,0.02007045117586578
23000,2.4549397999653593,0.041434637196451796,0.01637142708139338,0.019622547198687397
23500,2.5063156000105664,0.040926796572030355,0.01603533597887867,0.019267965718570375
24000,2.5603980999439955,0.04137352816002249,0.016575148340944267,0.019863796624109597
24500,2.6149970999686047,0.04106933283498382,0.016595735002197493,0.019860918249483724
25000,2.6737273999024183,0.040109874064610196,0.016362405538332517,0.01958347072547908
25500,2.7286112000001594,0.03963046544428783,0.016264943090252754,0.01945624824152458
26000,2.7772819999372587,0.0391039716670889,0.016083945519889727,0.019302257360154052
26500,2.8273362999316305,0.038062552493701496,0.01585260501129746,0.018900170833184227
27000,2.876704999944195,0.038062552493701496,0.015990910807473332,0.019100770384657146
27500,2.9311774999368936,0.03672199170124513,0.01612955999257612,0.019246083359348364
28000,2.9810300999088213,0.0358219949994405,0.01593037961707067,0.018866756688729933
28500,3.0290277999592945,0.03597447570714252,0.015881298308913657,0.01881762530076036
29000,3.0823249999666587,0.035785104416928615,0.015936092843279685,0.018815630776743295
29500,3.1335820999229327,0.035785104416928615,0.01615862618059882,0.01897395133731751
30000,3.1832873999373987,0.034625641025641585,0.01605694817149942,0.0188349522013615
